EX,Tarifna oznaka,Naziv,Dopunska jedinica,Carinska stopa (%),EU,CEFTA,IRN,TUR,"CHE, LIE",ISL,NOR
ex,0202 20 90 10,"Goveđe meso, smrznuto >>> ostali komadi sa kostima >>> ostali >>> teleći",–,10+2KM/kg,0,0,10+2KM/kg,0,"9+1,8KM/kg",10+2KM/kg,10+2KM/kg
ex,0202 20 90 20,"Goveđe meso, smrznuto >>> ostali komadi sa kostima >>> ostali >>> juneći",–,"10+1,5KM/kg",0,0,"10+1,5KM/kg",0,"9+1,35KM/kg","10+1,5KM/kg","10+1,5KM/kg"
,0202 30,"Goveđe meso, smrznuto >>> bez kostiju",,,,,,,,,
,0202 30 10 00,"Goveđe meso, smrznuto >>> bez kostiju >>> prednje četvrtine, cijele ili raskomadane u najviše pet komada, svaka u jednom bloku; „kompenzirane“ četvrtine u dva bloka, od kojih jedan sadrži prednju četvrtinu, cijelu ili raskomadanu u najviše pet komada, a drugi dio zadnju četvrtinu osim filea u jednom komadu",–,"10+1,5KM/kg",0,0,"10+1,5KM/kg",0,"9+1,35KM/kg","10+1,5KM/kg","10+1,5KM/kg"
ex,0202 30 10 10,"Goveđe meso, smrznuto >>> bez kostiju >>> prednje četvrtine, cijele ili raskomadane u najviše pet komada, svaka u jednom bloku; „kompenzirane“ četvrtine u dva bloka, od kojih jedan sadrži prednju četvrtinu, cijelu ili raskomadanu u najviše pet komada, a drugi dio zadnju četvrtinu osim filea u jednom komadu >>> teleće",–,10+2KM/kg,0,0,10+2KM/kg,0,"9+1,8KM/kg",10+2KM/kg,10+2KM/kg
ex,0202 30 10 20,"Goveđe meso, smrznuto >>> bez kostiju >>> prednje četvrtine, cijele ili raskomadane u najviše pet komada, svaka u jednom bloku; „kompenzirane“ četvrtine u dva bloka, od kojih jedan sadrži prednju četvrtinu, cijelu ili raskomadanu u najviše pet komada, a drugi dio zadnju četvrtinu osim filea u jednom komadu >>> juneće",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,10+2KM/kg,10+2KM/kg
,0202 30 50 00,"Goveđe meso, smrznuto >>> bez kostiju >>> dijelovi prednje četvrtine označeni kao „crop“, „chuck and blade“ i „brisket“",–,"10+1,5KM/kg",0,0,"10+1,5KM/kg",0,"10+1,5KM/kg","10+1,5KM/kg","10+1,5KM/kg"
ex,0202 30 50 10,"Goveđe meso, smrznuto >>> bez kostiju >>> dijelovi prednje četvrtine označeni kao „crop“, „chuck and blade“ i „brisket“ >>> teleće",–,10+2KM/kg,0,0,10+2KM/kg,0,"9+1,8KM/kg",10+2KM/kg,10+2KM/kg
ex,0202 30 50 20,"Goveđe meso, smrznuto >>> bez kostiju >>> dijelovi prednje četvrtine označeni kao „crop“, „chuck and blade“ i „brisket“ >>> juneće",–,10+2KM/kg,0,0,10+2KM/kg,0,"9+1,8KM/kg",10+2KM/kg,10+2KM/kg
,0202 30 90 00,"Goveđe meso, smrznuto >>> bez kostiju >>> ostalo",–,"10+1,5KM/kg","10+1,5KM/kg(¹)",0,"10+1,5KM/kg",0,"10+1,5KM/kg","10+1,5KM/kg","10+1,5KM/kg"
ex,0202 30 90 10,"Goveđe meso, smrznuto >>> bez kostiju >>> ostalo >>> teleće",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,10+2KM/kg,10+2KM/kg
ex,0202 30 90 20,"Goveđe meso, smrznuto >>> bez kostiju >>> ostalo >>> juneći",–,10+2KM/kg,0,0,10+2KM/kg,0,"9+1,8KM/kg",10+2KM/kg,10+2KM/kg
,0203,"Svinjsko meso, svježe, rashlađeno ili smrznuto",,,,,,,,,
,,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno",,,,,,,,,
,0203 11,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> trupovi i polovine",,,,,,,,,
,0203 11 10 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> trupovi i polovine >>> od domaćih svinja",–,"10+1,5KM/kg",0,0,"10+1,5KM/kg",0,"10+1,5KM/kg","10+1,5KM/kg","10+1,5KM/kg"
,0203 11 90 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> trupovi i polovine >>> ostalo",–,"10+1,5KM/kg",0,0,"10+1,5KM/kg",0,"10+1,5KM/kg","10+1,5KM/kg","10+1,5KM/kg"
,0203 12,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> šunke, plećke i komadi od njih, sa kostima",,,,,,,,,
,,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> šunke, plećke i komadi od njih, sa kostima >>> od domaćih svinja",,,,,,,,,
,0203 12 11 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> šunke, plećke i komadi od njih, sa kostima >>> od domaćih svinja >>> šunke i komadi od njih",–,10+2KM/kg,0,0,10+2KM/kg,0,"9+1,8KM/kg",10+2KM/kg,10+2KM/kg
,0203 12 19 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> šunke, plećke i komadi od njih, sa kostima >>> od domaćih svinja >>> plećke i komadi od njih",–,"10+1,5KM/kg",0,0,"10+1,5KM/kg",0,"7+1,05KM/kg","10+1,5KM/kg","10+1,5KM/kg"
,0203 12 90 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> šunke, plećke i komadi od njih, sa kostima >>> ostalo",–,"10+1,5KM/kg",0,0,"10+1,5KM/kg",0,"7+1,05KM/kg","10+1,5KM/kg","10+1,5KM/kg"
,0203 19,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> ostalo",,,,,,,,,
,,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> ostalo >>> od domaćih svinja",,,,,,,,,
,0203 19 11 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> ostalo >>> od domaćih svinja >>> prednji dijelovi i komadi od njih",–,"10+1,5KM/kg",0,0,"10+1,5KM/kg",0,"9+1,35KM/kg","10+1,5KM/kg","10+1,5KM/kg"
,0203 19 13 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> ostalo >>> od domaćih svinja >>> leđa i komadi od njih, sa kostima",–,"10+1,5KM/kg",0,0,"10+1,5KM/kg",0,"9+1,35KM/kg","10+1,5KM/kg","10+1,5KM/kg"
,0203 19 15 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> ostalo >>> od domaćih svinja >>> prsa sa potrbušinom",–,"10+1,5KM/kg","10+1,5KM/kg(¹)",0,"10+1,5KM/kg",0,"10+1,5KM/kg","10+1,5KM/kg","10+1,5KM/kg"
,,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> ostalo >>> od domaćih svinja >>> ostalo",,,,,,,,,
,0203 19 55 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> ostalo >>> od domaćih svinja >>> ostalo >>> bez kostiju",–,"10+1,5KM/kg",0,0,"10+1,5KM/kg",0,"9+1,35KM/kg","10+1,5KM/kg","10+1,5KM/kg"
,0203 19 59 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> ostalo >>> od domaćih svinja >>> ostalo >>> ostalo",–,"10+1,5KM/kg",0,0,"10+1,5KM/kg",0,"9+1,35KM/kg","10+1,5KM/kg","10+1,5KM/kg"
,0203 19 90 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno >>> ostalo >>> ostalo",–,"10+1,5KM/kg",0,0,"10+1,5KM/kg",0,"9+1,35KM/kg","10+1,5KM/kg","10+1,5KM/kg"
,,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto",,,,,,,,,
,0203 21,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> trupovi i polovine",,,,,,,,,
,0203 21 10 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> trupovi i polovine >>> od domaćih svinja",–,"10+1,2KM/kg",0,0,"10+1,2KM/kg",0,"10+1,2KM/kg","10+1,2KM/kg","10+1,2KM/kg"
,0203 21 90 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> trupovi i polovine >>> ostalo",–,"10+1,2KM/kg",0,0,"10+1,2KM/kg",0,"9+1,08KM/kg","10+1,2KM/kg","10+1,2KM/kg"
,0203 22,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> šunke, plećke i komadi od njih, sa kostima",,,,,,,,,
,,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> šunke, plećke i komadi od njih, sa kostima >>> od domaćih svinja",,,,,,,,,
,0203 22 11 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> šunke, plećke i komadi od njih, sa kostima >>> od domaćih svinja >>> šunke i komadi od njih",–,"10+2,4KM/kg","10+2,4KM/kg(¹)",0,"10+2,4KM/kg",0,"10+2,4KM/kg","10+2,4KM/kg","10+2,4KM/kg"
,0203 22 19 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> šunke, plećke i komadi od njih, sa kostima >>> od domaćih svinja >>> plećke i komadi od njih",–,"10+1,2KM/kg",0,0,"10+1,2KM/kg",0,"8+0,96KM/kg","10+1,2KM/kg","10+1,2KM/kg"
,0203 22 90 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> šunke, plećke i komadi od njih, sa kostima >>> ostalo",–,"10+1,2KM/kg",0,0,"10+1,2KM/kg",0,"8+0,96KM/kg","10+1,2KM/kg","10+1,2KM/kg"
,0203 29,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> ostalo",,,,,,,,,
,,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> ostalo >>> od domaćih svinja",,,,,,,,,
,0203 29 11 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> ostalo >>> od domaćih svinja >>> prednji dijelovi i komadi od njih",–,"10+1,2KM/kg",0,0,"10+1,2KM/kg",0,"8+0,96KM/kg","10+1,2KM/kg","10+1,2KM/kg"
,0203 29 13 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> ostalo >>> od domaćih svinja >>> leđa i komadi od njih, sa kostima",–,"10+1,2KM/kg",0,0,"10+1,2KM/kg",0,"8+0,96KM/kg","10+1,2KM/kg","10+1,2KM/kg"
,0203 29 15 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> ostalo >>> od domaćih svinja >>> prsa sa potrbušinom",–,"10+1,2KM/kg",0,0,"10+1,2KM/kg",0,"8+0,96KM/kg","10+1,2KM/kg","10+1,2KM/kg"
,,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> ostalo >>> od domaćih svinja >>> ostalo",,,,,,,,,
,0203 29 55 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> ostalo >>> od domaćih svinja >>> ostalo >>> bez kostiju",–,"10+1,2KM/kg","10+1,2KM/kg(¹)",0,"10+1,2KM/kg",0,"10+1,2KM/kg","10+1,2KM/kg","10+1,2KM/kg"
,0203 29 59 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> ostalo >>> od domaćih svinja >>> ostalo >>> ostalo",–,"10+1,2KM/kg",0,0,"10+1,2KM/kg",0,"8+0,96KM/kg","10+1,2KM/kg","10+1,2KM/kg"
,0203 29 90 00,"Svinjsko meso, svježe, rashlađeno ili smrznuto >>> smrznuto >>> ostalo >>> ostalo",–,"10+1,2KM/kg",0,0,"10+1,2KM/kg",0,"8+0,96KM/kg","10+1,2KM/kg","10+1,2KM/kg"
,0204,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto",,,,,,,,,
,0204 10 00 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> trupovi i polovine, janjeći, svježi ili rashlađeni",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,0,"8+1,6KM/kg"
,,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, svježe ili rashlađeno",,,,,,,,,
,0204 21 00 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, svježe ili rashlađeno >>> trupovi i polovine",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,0,"8+1,6KM/kg"
,0204 22,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, svježe ili rashlađeno >>> ostali komadi sa kostima",,,,,,,,,
,0204 22 10 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, svježe ili rashlađeno >>> ostali komadi sa kostima >>> skraćene prednje četvrtine",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 22 30 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, svježe ili rashlađeno >>> ostali komadi sa kostima >>> slabine i/ili podslabine",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 22 50 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, svježe ili rashlađeno >>> ostali komadi sa kostima >>> noge",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 22 90 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, svježe ili rashlađeno >>> ostali komadi sa kostima >>> ostalo",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,10+2KM/kg,10+2KM/kg
,0204 23 00 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, svježe ili rashlađeno >>> bez kostiju",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 30 00 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> trupovi i polovine, janjeći, smrznuti",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,0,"8+1,6KM/kg"
,,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, smrznuto",,,,,,,,,
,0204 41 00 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, smrznuto >>> trupovi i polovine",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,0,"8+1,6KM/kg"
,0204 42,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, smrznuto >>> ostali komadi sa kostima",,,,,,,,,
,0204 42 10 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, smrznuto >>> ostali komadi sa kostima >>> skraćene prednje četvrtine",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 42 30 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, smrznuto >>> ostali komadi sa kostima >>> slabine i/ili podslabine",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 42 50 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, smrznuto >>> ostali komadi sa kostima >>> noge",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 42 90 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, smrznuto >>> ostali komadi sa kostima >>> ostalo",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,10+2KM/kg,10+2KM/kg
,0204 43,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, smrznuto >>> bez kostiju",,,,,,,,,
,0204 43 10 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, smrznuto >>> bez kostiju >>> janjeće",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 43 90 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> ostalo meso od ovaca, smrznuto >>> bez kostiju >>> ostalo",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 50,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso",,,,,,,,,
,,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> svježe ili rashlađeno",,,,,,,,,
,0204 50 11 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> svježe ili rashlađeno >>> trupovi i polovine",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,0,"8+1,6KM/kg"
,0204 50 13 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> svježe ili rashlađeno >>> skraćene prednje četvrtine",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 50 15 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> svježe ili rashlađeno >>> slabine i/ili podslabine",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 50 19 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> svježe ili rashlađeno >>> noge",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> svježe ili rashlađeno >>> ostalo",,,,,,,,,
,0204 50 31 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> svježe ili rashlađeno >>> ostalo >>> komadi sa kostima",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 50 39 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> svježe ili rashlađeno >>> ostalo >>> komadi bez kostiju",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> smrznuto",,,,,,,,,
,0204 50 51 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> smrznuto >>> trupovi i polovine",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,0,"8+1,6KM/kg"
,0204 50 53 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> smrznuto >>> skraćene prednje četvrtine",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 50 55 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> smrznuto >>> slabine i/ili podslabine",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 50 59 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> smrznuto >>> noge",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> smrznuto >>> ostalo",,,,,,,,,
,0204 50 71 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> smrznuto >>> ostalo >>> komadi sa kostima",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0204 50 79 00,"Ovčje ili kozje meso, svježe, rashlađeno ili smrznuto >>> kozje meso >>> smrznuto >>> ostalo >>> komadi bez kostiju",–,10+2KM/kg,0,0,10+2KM/kg,0,10+2KM/kg,"8+1,6KM/kg","8+1,6KM/kg"
,0205 00,"Konjsko i magareće meso, meso mula i mazgi, svježe, rashlađeno ili smrznuto",,,,,,,,,
,0205 00 20 00,"Konjsko i magareće meso, meso mula i mazgi, svježe, rashlađeno ili smrznuto >>> svježe ili rashlađeno",–,5,0,0,5,0,5,5,5
,0205 00 80 00,"Konjsko i magareće meso, meso mula i mazgi, svježe, rashlađeno ili smrznuto >>> smrznuto",–,5,0,0,5,0,5,5,5
,0206,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti",,,,,,,,,
,0206 10,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od životinja vrste goveda, svježi ili rashlađeni",,,,,,,,,
,0206 10 10 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od životinja vrste goveda, svježi ili rashlađeni >>> za proizvodnju farmaceutskih proizvoda",–,5,0,0,5,0,5,5,5
,,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od životinja vrste goveda, svježi ili rashlađeni >>> ostali",,,,,,,,,
,0206 10 95 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od životinja vrste goveda, svježi ili rashlađeni >>> ostali >>> mišična i tetivna dijafragma",–,5,0,0,5,0,5,5,5
,0206 10 98 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od životinja vrste goveda, svježi ili rashlađeni >>> ostali >>> ostali",–,5,0,0,5,0,5,5,5
,,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od životinja vrste goveda, smrznuti",,,,,,,,,
,0206 21 00 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od životinja vrste goveda, smrznuti >>> jezici",–,5,0,0,5,0,5,5,5
,0206 22 00 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od životinja vrste goveda, smrznuti >>> džigerica",–,5,0,0,5,0,5,5,5
,0206 29,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od životinja vrste goveda, smrznuti >>> ostali",,,,,,,,,
,0206 29 10 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od životinja vrste goveda, smrznuti >>> ostali >>> za proizvodnju farmaceutskih proizvoda",–,5,0,0,5,0,5,5,5
,,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od životinja vrste goveda, smrznuti >>> ostali >>> ostali",,,,,,,,,
,0206 29 91 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od životinja vrste goveda, smrznuti >>> ostali >>> ostali >>> mišična i tetivna dijafragma",–,5,0,0,5,0,5,5,5
,0206 29 99 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od životinja vrste goveda, smrznuti >>> ostali >>> ostali >>> ostali",–,5,0,0,5,0,5,5,5
,0206 30 00 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od svinja, svježi ili rashlađeni",–,5,0,0,5,0,0,5,5
,,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od svinja, smrznuti",,,,,,,,,
,0206 41 00 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od svinja, smrznuti >>> džigerica",–,5,0,0,5,0,5,5,5
,0206 49 00 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> od svinja, smrznuti >>> ostali",–,5,0,0,5,0,5,5,5
,0206 80,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> ostali, svježi ili rashlađeni",,,,,,,,,
,0206 80 10 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> ostali, svježi ili rashlađeni >>> za proizvodnju farmaceutskih proizvoda",–,5,0,0,5,0,5,5,5
,,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> ostali, svježi ili rashlađeni >>> ostali",,,,,,,,,
,0206 80 91 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> ostali, svježi ili rashlađeni >>> ostali >>> od konja, magaraca, mula i mazgi",–,5,0,0,5,0,5,5,5
,0206 80 99 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> ostali, svježi ili rashlađeni >>> ostali >>> od ovaca i koza",–,5,0,0,5,0,5,5,5
,0206 90,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> ostali, smrznuti",,,,,,,,,
,0206 90 10 00,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> ostali, smrznuti >>> za proizvodnju farmaceutskih proizvoda",–,5,0,0,5,0,5,5,5
,,"Jestivi klaonički proizvodi od životinja vrsta goveda, svinja, ovaca, koza, konja, magaraca, mula i mazgi, svježi, rashlađeni ili smrznuti >>> ostali, smrznuti >>> ostali",,,,,,,,,
